reviewHeadline,authorJobLocation,reviewDescription,company,compensationAndBenefitsRating,authorJob,cultureAndValuesRating,workLifeBalanceRating,careerOpportunitiesRating,seniorLeadershipRating,reviewDate
Environnement de travail agréable,Paris,"Bonne structure qui permet d'équilibrer vie professionnelle et vie privée.,Management qui challenge et positive",BNP Paribas,4.0,"Assistante Gestionnaire de Carrières (Ancien employé), ",5.0,5.0,2.0,4.0,24 juillet 2014
Avis,paris,"Trés bonne ambiance de travail , bonne commnication au sein du groupe",BNP Paribas,4.0,"ASSITANT MOA (Stage) (Ancien employé), ",4.0,4.0,4.0,4.0,24 juillet 2014
BNP,"Fontenay-sous-Bois, A8","Très bonne équipe,Responsable toujours à l'écoute,Opportunités d'embauches",BNP Paribas,0.0,"Stage assistante de production en Back-Office (Ancien employé), ",0.0,0.0,0.0,0.0,23 juillet 2014
environnement de travail agréable,Paris 10,poste intéressant avec beaucoup de formations. bonne entente avec les collégues malgré une surcharge de travail.,BNP Paribas,0.0,"Gestionnaire Crédits Structurés (Ancien employé), ",0.0,0.0,0.0,0.0,6 juillet 2015
BNP Paribas la banque d'un monde qui change,Champigny-sur-Marne,"BNP Paribas m'a beaucoup apporté en sept ans de poste. Tout dépend de ce que chacun recherche, pour ma part, le temps est venu.",BNP Paribas,4.0,"Conseiller clientèle Particuliers (Employé actuel), ",1.0,3.0,3.0,2.0,8 juillet 2014
Environnement de travail agréable,"Paris,","Accueil téléphonique et physique, Secrétariat, Gestion de ressources",BNP Paribas,4.0,"Conseiller accueil (Ancien employé), ",4.0,4.0,4.0,4.0,2 juillet 2014
une journée,Paris,"flexible, à mon rythme et organisée moi-même comme je le souhaite.",BNP Paribas,4.0,"Chargée de projet communication digitale RH Groupe (Ancien employé), ",3.0,3.0,4.0,4.0,30 juin 2014
Environnement de travail agréable,"Nantes,","Journée de travail de 8h, visant à accueillir le client, à le conseiller et le renseigner ainsi qu'à lui délivrer ses modes de paiements ou lui effectuer des virements.,Poste très agréable pour un étudiant. Ambiance de travail très plaisante. Les collaborateurs, quelque soit les agences mettent très à l'aise et son très sympathiques.,Relation clientèle permanente appréciable, parfois difficile à gérer dans certaines situation, en cas de clients mécontents des prestations.",BNP Paribas,5.0,"Auxiliaire de vacances (Ancien employé), ",5.0,5.0,5.0,5.0,24 juin 2014
Une bonne entreprise pour réaliser un stage,8 rue du Port Nanterre,Une bonne entreprise pour réaliser un stage. On y apprend pleins de choses. les rémunérations sont intéressantes.,BNP Paribas,4.0,"Assistant chf de projet Webmarketing (Ancien employé), ",3.0,4.0,4.0,3.0,17 juin 2014
Apprentissage auprès d'actuaires très compétents,Paris 75009,"Pour mon année d'alternance chez BNP Paribas Cardif, j'ai intégré le département actuariat d'une business unit spécialisée dans l'assurance vie haut de gamme et l'épargne. Les partenaires et les clients sont très exigeants, et nous devons répondre à leur questions sur la fiscalité, les provisions mathématiques ainsi que faire des simulation de placement ou de rachat au plus vite. A coté de cela nous calculons les provisions sur des produits spécifiques mais aussi des études sur la rentabilité de certains produits. Les inventaires ainsi que les reportings sont fréquents.",BNP Paribas,4.0,"Chargé d'études actuarielles (Employé actuel), ",5.0,5.0,3.0,4.0,11 juin 2014
Encore,"Saint-Maur-des-Fossés, A8","journée 9h-17h.,bonne opportunités de développement,le management est bon et reguler",BNP Paribas,0.0,"Conseiller D'accueil (Ancien employé), ",0.0,0.0,0.0,0.0,10 juin 2014
agreable mais par soutraitant,pantin,... bonne ambiances client en général mais étant passer par une entreprise de sous-traitant ...,BNP Paribas,1.0,"Hôte d'accueil (Ancien employé), ",5.0,3.0,1.0,1.0,22 mai 2014
Environnement de travail agréable,Paris,"Aspect le plus difficile de mon poste : travail toujours dans l'urgence,Aspect le plus agréable de mon poste : autonomie et missions très variées",BNP Paribas,5.0,"CHARGÉE DE COMMUNICATION INTERNE ET EXTERNE (Ancien employé), ",4.0,3.0,5.0,2.0,23 avril 2014
environnement de travail agréable,"Saint-Germain-en-Laye, A8",Les taches n étaient pas très variées je n ai effectué que du classement et de l archivage ainsi que de l'accueil clientele,BNP Paribas,0.0,"Assistante comptable (Ancien employé), ",0.0,0.0,0.0,0.0,16 avril 2014
Une équipe très professionnelle et agréable,Paris,"J'ai une durée de travail de 8 h/jour et la journée commence par l'analyse des rapports quotidiens du moteur Aprimo (ARM). Puis la mise en place des campagnes de sollicitations des clients BNP Paribas sur différents produits bancaires tels les comptes épargnes, les crédits, les tombées de fonds (assurance vie, fond commun d'investissement et les plans épargnes actions) et aussi sur des produits d'assurance tels le multirisque habitation, le P24 (protection des habitations par télésurveillance).,On travaille en équipe et s'entraide sur les différentes difficultés que quelqu'un peut rencontrer sur un sujet particulier pour pouvoir faire avancer les campagnes car notre journée est vraiment remplie et il arrive qu'on part pour aller manger à 14h ou terminer la journée à 20h.",BNP Paribas,3.0,"Expert base de données (Ancien employé), ",2.0,4.0,3.0,1.0,11 avril 2014
evolution professionnelle,levallois,c'est une entreprise qui fait évoluer ces collaborateurs.,BNP Paribas,3.0,"Chargée de contôle (Ancien employé), ",3.0,3.0,3.0,3.0,7 avril 2014
Environnement de travail complet,"Paris, A8","BNP PARIBAS est non seulement un groupe bancaire de référence à l’échelle de la zone Euro mais aussi à l’échelle mondiale où il fait figure de leader dans ses principaux métiers. De plus, BNP PARIBAS offre de par sa taille un important vivier de compétences et ouvre de larges perspectives de mobilité.",BNP Paribas,5.0,"CONSEIL EN ACCUEIL & SERVICES (Ancien employé), ",5.0,5.0,5.0,5.0,4 avril 2014
grosse structure,Vincennes,"enorme structure ou les evolutions sont possibles et nombreuses, mais employés trop loin de la hierarchie, sentiment d'etre un numero.,Interessement et participation plus faible que dans des structures equivalentes",BNP Paribas,4.0,"Conseiller en Patrimoine Financier (Ancien employé), ",3.0,4.0,3.0,2.0,18 mars 2014
Première expérience en banque enrichissante,"Paris, A8","BNP m'a offert l'opportunité de découvrir le milieu bancaire et j'y ai beaucoup appris. Après 6 mois de stage, j'ai été prolongée en CDD.",BNP Paribas,3.0,"Assistante trader - Stage (Ancien employé), ",4.0,5.0,2.0,5.0,18 mars 2014
Une entreprise ou il est agréable de travailler,Issy les moulineaux,"Management :,Disponible et qualifié.,Collaborateurs :,Bonne ambiance de travail, collègues agréables et sérieux.,Aspect difficile :,Au vu du mon poste il n' avait pas d'aspect difficile.,Aspect agréable :,Ambiance de travail.",BNP Paribas,4.0,"Comptable (Ancien employé), ",3.0,5.0,3.0,5.0,14 mars 2014
"Travail très agréable, très bonne expérience.","Pantin, A8","Journée bien équilibré, assez de travail, pas le temps de s'ennuyer. Missions très enrichissante et surtout très bon travail en équipe!! bonne ambiance!",BNP Paribas,4.0,"Auxiliaire de vacances (Ancien employé), ",4.0,5.0,5.0,5.0,9 mars 2014
Environnement de travail agréable,"Paris, A9","Une cellule MOA compétente, des managers à l'écoute de ses collaborateurs, une ambiance de travail saine;",BNP Paribas,0.0,"CHEF DE PROJET MAITRISE D'OUVRAGE (Employé actuel), ",0.0,0.0,0.0,0.0,26 février 2014
6543,"Paris, A8","une journée de travail typique,les opportunités de développement,le management,vos collaborateurs,l'aspect le plus difficile de votre poste,l'aspect le plus agréable de votre poste,NE PAS inclure d'informations personnelle",BNP Paribas,1.0,"Operational Risk Analyst internship (Ancien employé), ",1.0,1.0,1.0,1.0,13 février 2014
Environnement compétitif,Lyon,"Une journée de travail au sein de ce groupe est synonyme de diversification, polyvalence et auto-formation.,Il y'a des opportunités de changement de poste tous les 3/ 4 ans.,Selon les profils et la hiérarchie la gestion de carrière peut aboutir à une promotion et prise de responsabilité. L'ambiance et basé sur l'esprit de compétition du aux différents challenges. L'aspect le plus difficile fut la communication a 360 degré.",BNP Paribas,1.0,"Gestionnaire de compte bancaire (Ancien employé), ",1.0,2.0,2.0,1.0,11 février 2014
environnement de travail agréable,Paris 10,poste intéressant avec beaucoup de formations. bonne entente avec les collégues malgré une surcharge de travail.,BNP Paribas,0.0,"Gestionnaire Crédits Structurés (Ancien employé), ",0.0,0.0,0.0,0.0,6 juillet 2015
Environnement de travail agréable avec les collègues,"Paris, A8","Bonne expérience en tant qu’auxiliaire de vacances.,Bonne entente avec les collègues du service.,Utilisation de logiciel tel que Excel.",BNP Paribas,0.0,"Auxiliaire de vacances (Ancien employé), ",0.0,0.0,0.0,0.0,17 octobre 2013
Une très belle expérience,"Verrières-le-Buisson,","- Ma journée de travail typique :,Gestion des comptes débiteurs,,Réception des clients,,Gestion de l'administratif (après vente, à savoir : mettre à jour le dossier du client, faire un compte-rendu, envoi ou archivage de contrats,...,Gestion de la réception des appels de nos clients ainsi que l'émission d'appels, répondre aux mails.,Former mes collègues au niveau de la protection des biens et de la prévoyance.,Assister à une réunion ou à une conférence téléphonique.,- En terme de développement :,De nombreuses formations internes sont effectuées régulièrement, ainsi que de l'auto-formation grâce aux outils fournis par l'entreprise.,Une possibilité d'évolution régulière (à savoir tous les 3 ou 4 ans) en fonction de nos réalisations et des opportunités.,- Au niveau du management :,Une politique de satisfaction de nos clients a été mise en place qui permet de pouvoir réaliser nos objectifs (que ce soit à titre individuel et collectif) et une possibilité de dialogue avec notre manager qui permet de pouvoir échanger pour mieux avancer.,- Mes collaborateurs :,Nous sommes une équipe de 6, dont 5 commerciaux et 1 qui gère l'accueil de notre agence, une cohésion de l'équipe est obligatoire pour pouvoir performer, et c'est la cas, et les clients le ressentent et en sont satisfaits.,- L'aspect le plus difficile de mon poste :,Être au maximum disponible et joignable afin de satisfaire tous les client.,- L'aspect le plus agréable de mon poste :,Les échanges avec l'ensemble des clients permet d'avoir une bonne connaissance de ceux-ci et de gagner leur confiance afin de pouvoir les satisfaire.",BNP Paribas,4.0,"Conseillère aux particuliers (Employé actuel), ",5.0,4.0,4.0,4.0,14 octobre 2013
Environnement de travail agréable,"Paris, A8","Très bon accueil,Des collègues très sympathiques et toujours à l'écoute",BNP Paribas,0.0,"Auxiliaire de vacances - Secrétaire médical (Ancien employé), ",0.0,0.0,0.0,0.0,30 septembre 2013
Autonomie et confiance,"Montreuil, Valmy 5","- Autonomie,- Travailler en back up GMS et IT,- Esprit d’équipe,- Confiance dans les gestion de travail,- Responsable d'une équipe au Maroc et en France,- L'aspect le plus complexe aucune procédure mise en place,- L'aspect le plus agréable trouver des solutions et optimiser les schéma comptables",BNP Paribas,5.0,"Contrôleur comptable et de gestion (Ancien employé), ",4.0,2.0,1.0,3.0,28 septembre 2013
Environnement correct,"Valenciennes, B4","Je ne peux donner un avis tant cela peut varier selon le poste, l'agence et les collaborateurs avec qui nous évoluons. un avis varie de façon trop aléatoire",BNP Paribas,3.0,"Contrat d'apprentissage (Ancien employé), ",3.0,3.0,3.0,3.0,23 septembre 2013
ENVIRONEMENT DE TRAVAIL AGREABLE,"Paris, A8","Cinq années en intérim dans un environnement agréable, formateur, encadré.",BNP Paribas,0.0,"ASSISTANT DE GESTION IMMOBILIER (Ancien employé), ",0.0,0.0,0.0,0.0,23 septembre 2013
Environnement de très agréable,Paris 2e,"Une journée de travail typique débute à 9h et s'achève à 17h.,Arrivé au bureau, les collègues préparent le café et tout le monde se met au boulot par la suite.,Très bonne ambiance de travail tout au long de la journée.,Petite coupure déjeuner entre 12h et 13h.,Reprise du travail de façon intensive pour tous et, compte rendu au chef de service sur l'avancé du travail.,Au sein de la BNP Paribas, les opportunités de développement sont très nombreuses.,Cette dernière propose à ses collaborateurs de nombreuses évolutions de carrière et, la possibilité de changer de postes, de services afin de découvrir autre choses et élargir ses compétences.,Très bon management au sein du service.,Les collaborateurs avec qui j'ai travaillé m'ont de suite mis à l'aise.,Très bon environnement de travail avec des collaborateurs très sympathique. Ils n'ont pas hésité à m'aider quand je rencontrais des difficultés et, à répondre à mes questions.,L'aspect le plus difficile du poste que j'occupais est indéniablement le dysfonctionnement de mes principaux outils de travail qui étaient l'ordinateur et les logiciels sur lesquels je travaillais. Cela pouvant donc provoquer un arrêt de travail temporaire.,L'aspect le plus agréable de mon poste était sans aucun doute la confiance que m'accordait mon chef de service a l'établissement de mes tâches.",BNP Paribas,4.0,"Gestionnaire back office (Ancien employé), ",5.0,5.0,5.0,4.0,17 septembre 2013
